R998011,R615810
R229395,R650906
R339410,R180676
R342043,R250318
R914041,R429050
R459153,R736166
R639598,R697869
R500450,R946207
R127043,R813536
R443560,R285593
R621406,R890806
R907638,R869199
R838773,R658947
R987160,R710942
R857667,R895944
R252952,R630023
R443894,R878755
R817471,R376660
R826027,R810669
R165406,R757218
R762485,R575314
R451924,R676543
R387035,R995172
R956432,R283812
R716579,R561408
R989581,R435988
R376647,R344718
R864323,R629809
R946620,R418076
R781883,R702604
R521733,R110420
R910088,R657665
R675333,R611582
R673399,R674590
R635766,R665361
R376615,R148593
R287724,R455591
R595253,R318262
R671607,R438890
R140015,R105149
R151934,R906522
R720683,R748662
R922717,R592963
R150803,R211218
R979265,R722275
R944412,R368783
R573660,R951107
R205470,R938582
R716078,R103212
R792392,R928283
R643314,R197777
R953360,R561345
R463534,R214678
R510374,R132086
R123307,R164003
R210159,R500882
R903213,R598882
R754293,R616539
R510912,R503121
R714377,R321561
R125376,R721099
R150701,R244833
R274861,R352970
R723225,R551583
R876743,R447300
R190795,R145382
R496671,R453826
R468102,R915860
R467187,R247243
R319394,R821748
R342026,R479675
R514903,R810426
R836961,R167478
R936189,R776558
R325242,R434792
R363603,R654571
R593579,R298784
R694345,R259424
R522876,R212547
R153966,R853095
R671279,R701105
R517698,R534988
R916645,R726941
R634270,R307908
R536457,R513565
R163346,R447109
R178655,R842921
R790344,R634336
R400225,R313707
R232478,R935534
R844190,R710016
R747242,R317508
R463099,R125357
R643297,R144879
R475732,R975925
R799888,R363997
R863499,R121933
R683255,R181663
R976079,R420692
R174129,R652793
R544728,R458637
R918476,R297353
R179249,R488285
R454729,R109571
R812774,R492054
R712592,R214452
R681085,R564087
R472956,R266892
R866960,R165225
R921247,R486254
R262796,R557317
R234272,R255285
R380763,R841768
R467697,R760385
R713894,R838703
R225100,R852393
R852122,R906840
R805458,R672480
R733075,R770220
R747762,R965840
R657238,R933915
R894613,R526973
R693452,R520150
R429018,R186109
R643032,R650059
R674237,R308672
R962289,R460146
R283721,R162617
R196446,R506808
R434617,R682024
R142372,R562257
R605319,R135190
R398439,R144113
R682129,R180429
R334709,R199858
R743873,R515475
R292199,R906447
R594917,R756150
R396322,R510166
R171548,R899556
R358507,R347908
R230311,R527104
R767336,R642808
R287196,R662735
R866447,R247274
R653845,R524386
R931147,R135788
R831122,R922653
R303437,R431535
R854385,R130192
R183593,R422914
R546561,R569847
R987675,R175374
R169569,R881485
R178178,R726051
R664861,R668410
R892799,R680995
R126506,R655219
R936131,R631910
R423625,R821090
R868410,R167561
R407166,R564394
R133192,R106552
R506875,R261133
R476278,R563357
R392039,R216007
R334168,R122284
R465691,R540649
R770622,R942620
R265243,R605335
R113519,R356930
R557405,R792652
R639170,R707630
R859757,R574662
R475119,R289796
R130335,R332770
R241060,R603301
R315959,R766830
R842276,R951235
R108916,R296334
R317757,R904725
R349798,R542915
R554407,R450916
R612069,R781568
R892022,R837415
R824602,R822981
R407227,R362851
R940261,R444278
R818113,R914374
R504323,R516519
R155663,R590119
R727993,R450226
R466066,R468721
R394128,R173796
R101569,R139256
R201113,R414961
R661744,R913651
R794045,R667473
R575276,R892695
R128317,R430213
R682718,R681590
R506325,R387693
R714595,R712790
R127325,R862692
R963532,R699594
R854303,R190694
R574063,R107692
R109709,R575631
R399624,R822063
R411411,R702491
R379814,R272723
R330726,R218080
R486807,R703672
R961186,R170034
R909178,R207865
R907761,R265405
R189945,R821400
R156355,R776740
R770760,R503872
R418583,R541157
R310976,R787231
R165226,R891187
R156536,R848421
R599896,R289773
R469461,R987179
R504316,R290751
R541536,R143713
R425798,R300272
R994602,R562850
R261795,R577618
R249245,R606884
R883412,R534850
R485991,R754411
R268202,R400219
R752090,R573972
R577214,R638324
R894998,R461101
R877026,R668048
R656713,R793923
R359774,R929576
R875081,R213556
R578527,R752098
R638728,R202386
R481260,R519932
R270041,R605244
R863019,R135417
R754093,R491362
R403148,R451266
R382171,R954820
R260505,R931194
R898935,R123714
R708656,R754968
R139358,R254561
R348089,R873608
R994526,R651764
R440087,R896367
R500018,R366291
R956381,R327838
R737833,R283284
R642378,R415256
R125192,R803530
R693411,R246299
R236845,R320736
R202209,R158034
R478150,R218902
R333023,R787144
R307550,R972250
R569049,R746330
R778328,R484273
R551981,R876626
R566397,R302445
R518211,R786202
R725354,R245980
R472546,R292088
R367820,R391761
R447870,R462016
R102961,R338036
R419345,R292671
R819740,R680456
R663432,R395391
R432408,R637626
R924073,R202362
R336302,R489928
R316034,R672409
R801966,R852996
R740420,R150719
R499574,R566127
R629545,R923425
R195820,R760135
R894342,R967375
R373115,R735707
R232169,R753112
R635398,R643241
R355205,R311868
R283038,R852124
R804424,R323429
R359482,R860429
R762990,R848603
R699528,R913663
R676836,R692891
R652109,R108607
R709785,R343610
R271957,R921780
R550104,R811400
R507150,R804850
R811034,R871324
R904703,R617119
R675689,R528118
R181314,R987211
R137265,R458002
R272035,R939753
R486847,R626679
R349540,R515841
R859573,R174929
R694523,R727566
R443505,R115627
R351860,R450883
R503003,R166955
R551652,R784893
R687614,R560610
R321880,R942188
R461434,R202904
R563544,R249354
R158279,R682308
R770171,R851097
R265936,R743499
R372102,R637617
R702645,R599716
R553231,R774844
R196436,R328738
R898229,R757556
R383080,R748536
R374212,R834618
R219233,R988458
R452467,R883685
R680659,R658306
R782537,R163771
R488159,R970531
R531031,R725145
R776276,R757748
R460906,R978897
R703405,R438687
R831594,R736114
R765356,R661661
R299489,R452042
R170951,R410221
R537688,R423371
R924902,R444604
R170530,R558606
R214386,R586402
R977089,R769423
R893303,R711847
R691447,R308639
R820395,R241162
R892378,R121976
R203438,R175904
R267326,R138790
R182868,R489019
R677473,R759819
R347690,R233597
R786031,R243965
R379281,R866947
R324684,R536467
R390051,R360575
R184804,R490260
R794625,R851410
R453071,R175595
R997818,R851073
R630199,R610325
R894606,R929857
R496261,R126112
R794695,R178785
R181681,R934074
R135243,R504207
R236219,R664789
R904006,R811728
R756002,R646956
R898958,R578751
R870688,R282661
R589179,R948974
R256186,R601058
R268999,R993599
R332801,R519774
R898131,R927975
R116663,R808965
R717998,R754337
R539950,R314767
R553435,R931144
R235632,R211961
R131413,R766682
R549890,R822428
R512337,R333582
R601319,R948461
R326109,R993857
R419786,R680831
R879618,R935610
R266743,R440453
R196823,R833281
R303229,R196989
R358419,R556958
R253359,R366607
R609136,R883153
R723470,R395430
R802304,R711033
R874344,R998922
R629424,R548714
R618429,R423729
R484886,R566973
R853459,R220743
R159918,R206283
R383634,R222747
R785360,R679223
R251376,R956691
R436013,R809112
R999218,R534785
R577981,R391127
R238836,R258859
R597407,R538315
R344042,R539389
R827082,R191832
R250574,R605307
R884104,R504669
R660024,R851023
R918419,R436199
R252633,R827313
R698148,R424111
R474491,R363148
R225177,R258137
R834536,R649623
R104316,R647994
R163577,R115741
R232286,R106477
R451771,R739582
R267654,R722542
R529853,R668816
R816262,R445029
R544906,R254974
R364372,R928677
R888068,R997142
R920418,R350626
R554429,R452031
R130088,R972049
R384917,R286247
R438144,R382877
R373727,R370596
R779556,R167096
R531542,R460276
R907052,R630671
R474264,R951769
R579045,R390194
R269972,R124892
R276623,R292420
R816702,R859660
R851811,R475538
R227670,R767745
R492828,R746830
R234825,R242250
R712302,R879055
R458761,R654288
R959048,R988230
R139051,R117310
R954395,R725290
R355280,R443151
R897163,R122747
R498456,R737585
R150310,R383351
R827452,R417707
R663145,R487258
R430789,R512468
R651009,R162097
R678856,R909001
R159310,R306054
R373553,R849188
R490269,R362534
R523175,R110756
R180482,R570646
R405257,R544915
R645650,R588930
R448853,R740012
R587698,R634095
R794912,R344596
R902279,R879110
R533630,R744228
R197140,R790037
R504114,R784110
R729910,R102470
R230119,R581239
R852009,R561886
R225326,R177645
R367514,R177529
R147610,R364910
R314139,R595695
R719960,R368990
R434915,R233128
R138464,R951789
R952942,R556624
R960360,R360948
R971501,R684909
R411478,R552861
R629135,R747131
R858864,R716459
R282535,R506342
R162703,R585298
R142004,R513262
R686784,R892353
R217869,R165020
R649346,R385039
R777677,R127016
R134344,R424157
R726005,R948414
R796481,R799116
R581298,R858994
R480805,R589956
R243164,R369449
R318981,R931901
R542993,R480140
R914240,R732373
R461293,R105737
R987257,R773275
R958610,R562104
R769993,R331415
R109706,R202195
R836255,R999787
R163828,R454558
R932552,R641359
R942331,R679582
R791421,R784937
R476767,R350681
R356327,R198790
R699351,R686704
R123600,R761021
R660008,R504704
R846263,R695272
R578834,R483870
R352235,R483289
R206322,R756008
R947718,R513214
R611089,R217009
R816446,R514083
R118275,R887330
R286520,R566077
R438392,R644086
R442347,R768048
R621509,R529063
R496985,R416658
R106445,R395100
R372933,R772704
R627111,R855136
R561434,R269186
R343293,R821303
R873544,R605082
R630471,R990639
R627556,R886776
R809141,R375843
R480897,R982401
R149563,R360772
R375212,R273455
R416803,R103474
R813467,R837049
R522622,R119984
R907955,R317419
R615396,R332882
R349823,R346440
R524120,R389703
R614760,R172992
R214310,R866927
R945892,R887994
R670001,R312822
R286411,R541189
R469117,R672945
R581163,R662363
R950836,R808783
R400362,R964914
R753638,R312820
R304788,R421308
R231363,R819266
R460083,R661667
R384292,R936350
R750534,R305174
R355683,R895691
R760325,R370600
R398666,R407779
R901683,R316304
R181989,R372382
R575182,R868816
R877935,R505928
R236044,R160940
R227240,R285970
R237218,R267635
R223332,R446573
R320243,R536920
R567697,R508126
R152160,R594753
R101953,R909793
R231500,R961391
R965728,R355877
R902290,R660370
R452025,R917815
R279346,R389541
R689701,R763798
R727228,R985899
R388085,R283991
R291902,R349280
R407647,R573344
R106242,R632824
R928276,R516356
R922651,R788035
R769904,R589058
R591623,R980893
R395602,R268190
R879485,R951814
R381523,R491623
R271076,R237912
R163953,R871584
R163694,R619484
R357303,R428326
R455382,R845313
R654006,R950952
R112591,R624527
R847406,R290215
R186759,R480025
R558846,R545601
R163120,R750376
R520776,R664336
R445330,R217089
R562283,R241620
R733752,R657386
R575802,R382100
R958236,R334006
R173615,R476219
R621733,R945620
R945761,R582776
R574543,R413290
R796703,R320072
R660779,R660359
R436971,R980173
R648499,R555310
R369261,R198538
R787145,R782899
R239112,R142519
R745907,R947498
R816670,R423012
R505154,R740603
R913609,R592313
R769724,R606944
R870921,R782793
R993032,R364521
R823329,R386983
R682713,R432740
R430461,R643438
R328504,R179644
R856048,R613231
R820115,R895579
R170993,R595311
R237321,R598910
R332037,R292702
R597058,R816106
R106184,R990114
R999208,R878760
R341762,R510678
R848612,R617815
R483060,R449797
R603695,R344564
R945037,R765530
R794528,R608786
R673817,R802084
R706078,R700191
R148958,R734436
R922317,R652973
R840505,R721802
R366380,R644765
R125151,R126885
R303847,R257189
R639219,R682527
R163526,R397452
R689360,R741536
R682149,R421448
R979638,R162683
R672896,R966901
R106818,R567537
R910141,R382899
R403064,R534859
R584029,R519215
R478889,R666783
R984015,R644026
R515409,R306341
R568272,R915447
R870278,R641213
R143655,R751721
R143879,R418894
R536880,R284900
R842823,R927770
R569296,R806824
R812600,R879373
R883953,R402497
R169908,R852825
R178982,R261794
R886212,R219394
R253272,R863340
R985501,R478488
R681152,R819634
R413362,R946056
R845569,R467386
R446086,R698684
R195042,R748160
R523897,R509679
R911427,R758552
R410640,R682990
R690595,R857860
R879951,R618083
R728584,R944663
R522088,R263065
R373628,R323339
R790729,R418538
R861027,R770215
R688214,R203619
R778170,R697224
R515601,R995596
R706318,R557582
R305156,R531728
R622308,R368988
R609259,R425753
R534282,R176507
R606501,R671399
R389152,R560177
R876401,R681036
R732606,R635575
R533592,R805039
R953924,R375329
R870899,R409351
R702430,R264141
R807365,R682147
R578755,R527293
R788738,R958985
R677629,R401772
R549562,R831937
R863284,R865331
R640613,R904806
R672073,R630209
R519942,R550002
R173611,R545218
R311073,R925370
R258159,R260875
R912477,R794203
R855293,R958861
R256787,R422050
R689357,R237370
R621091,R267128
R624599,R737404
R518369,R956817
R898247,R179403
R652001,R162206
R876978,R181301
R827393,R443244
R182780,R552484
R204060,R239105
R165507,R335487
R437080,R950660
R471183,R981390
R546084,R502726
R711813,R471940
R727547,R167698
R896592,R219663
R682029,R182409
R864241,R800985
R747426,R172506
R267192,R139602
R472422,R557400
R938200,R288137
R120243,R662411
R914332,R898283
R196285,R895816
R579942,R551631
R995072,R323039
R405767,R325947
R956324,R265569
R465423,R537054
R197118,R120545
R558243,R660959
R373543,R613076
R405967,R519547
R514893,R815104
R996847,R422373
R903397,R279488
R917187,R173002
R947169,R605112
R717511,R547782
R992845,R400218
R566138,R652770
R878805,R658261
R138029,R359001
R103458,R139410
R535243,R789313
R172874,R590544
R521494,R723747
R571482,R148091
R370248,R939756
R248575,R944571
R364750,R349978
R978990,R429992
R890374,R135229
R500639,R288526
R591709,R390641
R954298,R105127
R517544,R648740
R276063,R319581
R418854,R259826
R377184,R227662
R467701,R584036
R610089,R461036
R255180,R812260
R514954,R880680
R468425,R544162
R979925,R440601
R178647,R874168
R286309,R907327
R152922,R283312
R239557,R304589
R962031,R420123
R355710,R591624
R206779,R138151
R684539,R873878
R440457,R643705
R934432,R549618
R598030,R463697
R153059,R733157
R412294,R422687
R619958,R667820
R801007,R485967
R631560,R414923
R845600,R760183
R514885,R217318
R341861,R172703
R243055,R904955
R856578,R408417
R874665,R530404
R119797,R874475
R828285,R441691
R538638,R874162
R214212,R737545
R842875,R940725
R566517,R552178
R709712,R683404
R406083,R994461
R825561,R801262
R792209,R450888
R587157,R528077
R858838,R132030
R173403,R280900
R239733,R933179
R426233,R288637
R883144,R231240
R721351,R429517
R627452,R319235
R676052,R787808
R809063,R141351
R294138,R827277
R250107,R809131
R841249,R151558
R156128,R411084
R397159,R630196
R376070,R579676
R408887,R512178
R752652,R716159
R252311,R942650
R157010,R141073
R745328,R678308
R410859,R192938
R649023,R192196
R351610,R758771
R127792,R631519
R935405,R702234
R598919,R951136
R946483,R624596
R848143,R260709
R190731,R618713
R743802,R815026
R897996,R383173
R157581,R265205
R761040,R706883
R801792,R618742
R352838,R226286
R853290,R155064
R558727,R166142
R357916,R489394
R159636,R964252
R539621,R201197
R557645,R499974
R996857,R249267
R616818,R169187
R168708,R956185
R500372,R313916
R573159,R824108
R992322,R530770
R445819,R387630
R114090,R306494
R643864,R123215
R347891,R770918
R221561,R114463
R129242,R975122
R638130,R720045
R614175,R247355
R289647,R934711
R270772,R166859
R851756,R501355
R669933,R854182
R494296,R193215
R532719,R429696
R856753,R279013
R341537,R365719
R755286,R731837
R121482,R186672
R994932,R115536
R420879,R636714
R648867,R724579
R734544,R184199
R759436,R216736
R347070,R448749
R439043,R395944
R288873,R933604
R953968,R126972
R782347,R534225
R252031,R418722
R899428,R758251
R132223,R373862
R281534,R114998
R357568,R119863
R121121,R594656
R276083,R725189
R145253,R963335
R565793,R833239
R399170,R348049
R555159,R916772
R894856,R172090
R581021,R636720
R646038,R761427
R573366,R467826
R906651,R690841
R932747,R552519
R970977,R999663
R705494,R367872
R155399,R613965
R583400,R309239
R461134,R822061
R644527,R337823
R706205,R504190
R868613,R566658
R431760,R973639
R649217,R182559
R732908,R537451
R847852,R664423
R155145,R527079
R681790,R992644
R189778,R874261
R687443,R287552
R157365,R151365
R131878,R686915
R301131,R563976
R793315,R493702
R541000,R335411
R731405,R506028
R827193,R199428
R163802,R605090
R115963,R406462
R254194,R393183
R630438,R118860
R417154,R117080
R728283,R792204
R874791,R103818
R929649,R974575
R472620,R866871
R771619,R352301
R183355,R145048
R362526,R410781
R287994,R987616
R861821,R656072
R821055,R870349
R491554,R540359
R405001,R467655
R336085,R259121
R137268,R830872
R200734,R424954
R921627,R781718
R512256,R920901
R590263,R384523
R121754,R955522
R349662,R475161
R464326,R690105
R985183,R903047
R987915,R422751
R545325,R109476
R316517,R982731
R948430,R274006
R421547,R426797
R145091,R255510
R912485,R363588
R624382,R439876
R137602,R994681
R335414,R146351
R582231,R143852
R708185,R992221
R596462,R366722
R576555,R735890
R568300,R529722
R795187,R814565
R740613,R422055
R863243,R197161
R834699,R294253
R800463,R113201
R788926,R619624
R630824,R917841
R473591,R635473
R359496,R835672
R357166,R572096
R433282,R967568
R640230,R944413
R885417,R538563
R909771,R504228
R984408,R490712
R494485,R444783
R630852,R251450
R498191,R729882
R850127,R791488
R759704,R293197
R407783,R767337
R797390,R580720
R846724,R188845
R521842,R298008
R572825,R450031
R378185,R876376
R479058,R732195
R969520,R264223
R144673,R445023
R153938,R646349
R901901,R733397
R570966,R728839
R429403,R354659
R787994,R579123
R381988,R463275
R237466,R949713
R838999,R107091
R655838,R116474
R961067,R789993
R561751,R179010
R817187,R419983
R186294,R234820
R209592,R564849
R297314,R652481
R653119,R659200
R415904,R177690
R741648,R219854
R902938,R221074
R152849,R295995
R648029,R431008
R786214,R969568
R550300,R994107
R341470,R863251
R834698,R557212
R390775,R415167
R904671,R192996
R427377,R580302
R401875,R862596
R688005,R489027
R937988,R646209
R197197,R398195
R226398,R829730
R253656,R444554
R923252,R615809
R815884,R176063
R464530,R626968
R406347,R254435
R674915,R455949
R758610,R170897
R689494,R738236
R165453,R626685
R197353,R559670
R140083,R226068
R612492,R722842
R363936,R500781
R337632,R594382
R958126,R262639
R943491,R827248
R948862,R539596
R278167,R357087
R234996,R879418
R611841,R888148
R594816,R567522
R240087,R151600
R839895,R317753
R464843,R476969
R838707,R541741
R237368,R751999
R935925,R757860
R307800,R941583
R145870,R352924
R427275,R993163
R410936,R889871
R176495,R802418
R982093,R392609
R150040,R748581
R727401,R792977
R332209,R846284
R880336,R973254
R867852,R605105
R282587,R401370
R866383,R322283
R782420,R128724
R560805,R327101
R587034,R664505
R648442,R154930
R362128,R861389
R708691,R337287
R541148,R160692
R757947,R259253
R300592,R551653
R942830,R315536
R758462,R984110
R567070,R165032
R941353,R509740
R976292,R751527
R422521,R909047
R353314,R734752
R691776,R579546
R787562,R569955
R943238,R538219
R563397,R205858
R132475,R748828
R332469,R788791
R712924,R409974
R900353,R764793
R857409,R917584
R309907,R313684
R439417,R400647
R372218,R805823
R280232,R686263
R627001,R547363
R111047,R877246
R512611,R798154
R198324,R679766
R823231,R267666
R730719,R150529
R603934,R868939
R647406,R464525
R528555,R649657
R916489,R535376
R710509,R434705
R568123,R907385
R330398,R250724
R293303,R616967
R740145,R308076
R840636,R804857
R900629,R775990
R934265,R268046
R494201,R522330
R790625,R635866
R755423,R958898
R773076,R189112
R334825,R846290
R143028,R892817
R321709,R928470
R619046,R672779
R435087,R803679
R423589,R806486
R137183,R810781
R850239,R680655
R141621,R434825
R922002,R582120
R540782,R734378
R394542,R143199
R954960,R151541
R676247,R812753
R925837,R867856
R208260,R951395
R306729,R960513
R688103,R194303
R432779,R453755
R887510,R889225
R341580,R525858
R170782,R612260
R231854,R365358
R707708,R479324
R429345,R277123
R543219,R301846
R550587,R733530
R325035,R241134
R248480,R110718
R916888,R798775
R366836,R709331
R826846,R185806
R249190,R323676
R833566,R808881
R172606,R467576
R471697,R180732
R880470,R344464
R564848,R607925
R415076,R862606
R486386,R547187
R924867,R113942
R595798,R431142
R574387,R846009
R866385,R223156
R181342,R885284
R628995,R727275
R491688,R884519
R822969,R758714
R938903,R298168
R522840,R596063
R272278,R615223
R681867,R133484
R396187,R283842
R952074,R648084
R452938,R726684
R817803,R172710
R153388,R421716
R296644,R360027
R414192,R747006
R832384,R935815
R179233,R207542
R221803,R948287
R341836,R900604
R824439,R992701
R995462,R619478
R890734,R732235
R706611,R388562
R490991,R603735
R744238,R543413
R235178,R140046
R973122,R247688
R192303,R461041
R320037,R146598
R658302,R359850
R391203,R440291
R134804,R303945
R354450,R472477
R919977,R872701
R184140,R256444
R588418,R269727
R377859,R464642
R543757,R662286
R474606,R284050
R578368,R978230
R261445,R829740
R618766,R424203
R700885,R203453
R490083,R251768
R850688,R790190
R132051,R149539
R551752,R979778
R602981,R626356
R439910,R748810
R702345,R209557
R847366,R192916
R542120,R499731
R808832,R511000
R808244,R829497
R750929,R961170
R208774,R930497
R284269,R510003
R738674,R502160
R668566,R219880
R535739,R222891
R466260,R936615
R509914,R853022
R189875,R228667
R792724,R145201
R900817,R314908
R814264,R921472
R689645,R318888
R194489,R933892
R140703,R318686
R270530,R660321
R971656,R515838
R926180,R913987
R935013,R345268
R236498,R968581
R871359,R195181
R887372,R596002
R363628,R682646
R539592,R131105
R538167,R529106
R259933,R658532
R172554,R469856
R251714,R120652
R217454,R463698
R780475,R837057
R926524,R628081
R869586,R766502
R299124,R496630
R188955,R470757
R340414,R856839
R485204,R230753
R620646,R176198
R104809,R221510
R354091,R391141
R154097,R923646
R663592,R366609
R705725,R656397
R433559,R997095
R600633,R601605
R473399,R899478
R397207,R189750
R761580,R105320
R352303,R119467
R679947,R804865
R381819,R391406
R260556,R946813
R852082,R542364
R707487,R563261
R996340,R321311
R183412,R854131
R894902,R729340
R476686,R552906
R213829,R100956
R478214,R891351
R465491,R109356
R572286,R540271
R677823,R286390
R134092,R579421
R825444,R180657
R693086,R731398
R561563,R482511
R752210,R236147
R569226,R335704
R490645,R538517
R618650,R527946
R724659,R388444
R243079,R937735
R935658,R160168
R101722,R935482
R590963,R278768
R177323,R698994
R939368,R962807
R457346,R652711
R541325,R826372
R111939,R927449
R294519,R955843
R675387,R875437
R432745,R940983
R802183,R587620
R849208,R267816
R149339,R922541
R677367,R422693
R699644,R449766
R878084,R713525
R971732,R254937
R950773,R245029
R108849,R530914
R423916,R994396
R240152,R288070
R359229,R794105
R566863,R815669
R130763,R750253
R209342,R169134
R433840,R893995
R510425,R889473
R447023,R189371
R452063,R239239
R580343,R528946
R433582,R685894
R818124,R136282
R306131,R485484
R545463,R732455
R206132,R957242
R490012,R978471
R212624,R417108
R522467,R515473
R570002,R728414
R494700,R269469
R968078,R843186
R274493,R633578
R805805,R903329
R930097,R367303
R102992,R218904
R636708,R224567
R429993,R242045
R183075,R152058
R967621,R798124
R326588,R205524
R491047,R969732
R163196,R656436
R522922,R886511
R757243,R261728
R323563,R376701
R675806,R846569
R215855,R438141
R480109,R679607
R935413,R536521
R215711,R956969
R351927,R376368
R795105,R327890
R596445,R858542
R524463,R455174
R781550,R160535
R105947,R507236
R632064,R795244
R985419,R356609
R577569,R620818
R955842,R841327
R472722,R547178
R746805,R552260
R375107,R915912
R963349,R745695
R612916,R143980
R403323,R919220
R197182,R288039
R974405,R285531
R515435,R613858
R397005,R799221
R159269,R472939
R877260,R791779
R768470,R491545
R645829,R585654
R953416,R274510
R244811,R545438
R907152,R182817
R943630,R567930
R631018,R584831
R505324,R896630
R642574,R852208
R575386,R463918
R144008,R796729
R372285,R415829
R207379,R542887
R419303,R833216
R307167,R312055
R306133,R696907
R683163,R388786
R563250,R379785
R615237,R563170
R209635,R296466
R360616,R493510
R579277,R505599
R289057,R698507
R133324,R151794
R875022,R646842
R160500,R739781
R237198,R900090
R196513,R573314
R167425,R782072
R940882,R378400
R247242,R513778
R154228,R278180
R608168,R502697
R359302,R213147
R130578,R335964
R897288,R606071
R824725,R357073
R171986,R950875
R222140,R829213
R416853,R584736
R351685,R591865
R351897,R482323
R129119,R721781
R733332,R134341
R100347,R247499
R663298,R931053
R325844,R827814
R465547,R265337
R685946,R551706
R754832,R322327
R340782,R755779
R169325,R107822
R668553,R728446
R920797,R602033
R568003,R200537
R940405,R398329
R483391,R520954
R847741,R743858
R780274,R292736
R919566,R497775
R756337,R459812
R902097,R293078
R937303,R193185
R792463,R274740
R777052,R686438
R477132,R161956
R535300,R114440
R792011,R528075
R787525,R760502
R630641,R214023
R628455,R690782
R744495,R331335
R274434,R121000
R516855,R116150
R608357,R597911
R713452,R904676
R448867,R421740
R277785,R912469
R553184,R542830
R683258,R433627
R381963,R126774
R184657,R638816
R613441,R970734
R715377,R210769
R202090,R246624
R709157,R494851
R135967,R156204
R185687,R623939
R524826,R921518
R212031,R382181
R211524,R427161
R960167,R680767
R984346,R283830
R729782,R927997
R253461,R139649
R418022,R761187
R622533,R584678
R340040,R941556
R631136,R528836
R646594,R138036
R700880,R112709
R718877,R140404
R111550,R495802
R969982,R404921
R951000,R922486
R203989,R918374
R801673,R559575
R465624,R208843
R224346,R554527
R317923,R329992
R183115,R432260
R839077,R812196
R254358,R329826
R837538,R441439
R277910,R475065
R485635,R715883
R287626,R216081
R221535,R586439
R611198,R846191
R666960,R974238
R649070,R553031
R512892,R209488
R257071,R314615
R682265,R261802
R550698,R996994
R758349,R447333
R167313,R336420
R139242,R612058
R764584,R358601
R438001,R326940
R393378,R772046
R362398,R995321
R478689,R586755
R326640,R381407
R444757,R510606
R512297,R411030
R127368,R382885
R240958,R910372
R836335,R400172
R628366,R344094
R802858,R745760
R363618,R493010
R552345,R386499
R380349,R563740
R787729,R802347
R164640,R706444
R769926,R243848
R205559,R659629
R637902,R933317
R398578,R707594
R388455,R325699
R499323,R146512
R370478,R103660
R246368,R826782
R668243,R530012
R805260,R685556
R634170,R778919
R295387,R224671
R278611,R828249
R988972,R525522
R464160,R329728
R848934,R150748
R346746,R866729
R287767,R563251
R160539,R625075
R437612,R616873
R211327,R156861
R984569,R698942
R158145,R575103
R492516,R918036
R599276,R588974
R435987,R467114
R390726,R817393
R767253,R817940
R287963,R606923
R340555,R315573
R929606,R564164
R187656,R889947
R321216,R412206
R280108,R734319
R864073,R147552
R921220,R412648
R853033,R735611
R430679,R285292
R185484,R283784
R184591,R521977
R228038,R371800
R970711,R817292
R948919,R761693
R497963,R619300
R431796,R810006
R244047,R756151
R409615,R357963
R897938,R468007
R193576,R709577
R880375,R214598
R817832,R857127
R630976,R196724
R638099,R130414
R764664,R791666
R828116,R887821
R594466,R240695
R661613,R572707
R106174,R823510
R683746,R167056
R956559,R944517
R553311,R233607
R165245,R471035
R420025,R672354
R165004,R651893
R643528,R568344
R554181,R146572
R686802,R896293
R177499,R565021
R962287,R383167
R435498,R235369
R536504,R972469
R778875,R444246
R814415,R446229
R256194,R668510
R584985,R765706
R902861,R780235
R212446,R811981
R251032,R939809
R720916,R122505
R914601,R357420
R562796,R180750
R132151,R843959
R584986,R222411
R101053,R772422
R485005,R816974
R306043,R940692
R237091,R991001
R323293,R215844
R815814,R722792
R436900,R705695
R542473,R606323
R544809,R882274
R995890,R841961
R595169,R173571
R522251,R390058
R782849,R614443
R582899,R114000
R781090,R490062
R571863,R965564
R813958,R297950
R667050,R440011
R713710,R470915
R255388,R616781
R579877,R122729
R627184,R354700
R897413,R103342
R322699,R218918
R952461,R649411
R104365,R639746
R737179,R987887
R481592,R241182
R519506,R931057
R768126,R195637
R284533,R675860
R433516,R740239
R404116,R613218
R895994,R217542
R867579,R714621
R730508,R671368
R401174,R605165
R757367,R864716
R742451,R721584
R236901,R706706
R587965,R392362
R866811,R949140
R523869,R964584
R539790,R482459
R764114,R869180
R380981,R297350
R251976,R300903
R635948,R305144
R111943,R586809
R325809,R743331
R649991,R523679
R467368,R910182
R915475,R306350
R864119,R824919
R592753,R829896
R274082,R305867
R807666,R169559
R158849,R798972
R909132,R413616
R709406,R492497
R132766,R427367
R706118,R510033
R344735,R629866
R461197,R744170
R882939,R790643
R329521,R193486
R200612,R228574
R238147,R974931
R799255,R907363
R859962,R491268
R775961,R950752
R727571,R351931
R128670,R236870
R334764,R871841
R252654,R864476
R118024,R639093
R738839,R597688
R736197,R998600
R651863,R910067
R569278,R584538
R855871,R571188
R607801,R373698
R659229,R403924
R760073,R702625
R631688,R990006
R182157,R253506
R197065,R437451
R919812,R287218
R750630,R694329
R257007,R427070
R172334,R836534
R169116,R972689
R714983,R672346
R871861,R978618
R477145,R410965
R124498,R766507
R394374,R126179
R283011,R172225
R360601,R410995
R589151,R396428
R800228,R768229
R173983,R996092
R819100,R309784
R908116,R366742
R620411,R309582
R670266,R843796
R235258,R798726
R218630,R172459
R568029,R335189
R516952,R247957
R389570,R416776
